food_id,food_name,scientific_name,food_category,source,food_type,serving_size_g,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,water_g,sodium_mg,potassium_mg,phosphorus_mg,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_c_mg,vitamin_b6_mg,folate_ug,vitamin_e_mg,saturated_fat_g,mufa_g,pufa_g,cholesterol_mg,starch_g,sugars_free_g,oxalate_mg,phytic_acid_mg,total_carbs_g,na_k_ratio,protein_quality,ingredients,brand,nutriscore_grade,unified_id,data_completeness
IFCT_C022,"Gogu leaves, green",Hibiscus cannabinus,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,152.0,1.86,1.09,4.06,4.59,87.42,12.34,260.0,41.99,145.0,83.09,7.65,0.65,29.65,0.33,74.94,0.5,245.0,39.85,584.0,0.0,1.15,0.01,177.0,48.43,8.649999999999999,0.04746153846153846,Available,,,,FOOD_000071,0.9642857142857143
IFCT_C023,"Gogu leaves, red",Hibiscus cannabinus,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,153.0,1.85,1.07,4.24,3.89,87.98,14.08,161.0,36.38,129.0,75.75,9.56,0.63,35.43,0.31,88.63,0.5,243.0,45.93,567.0,0.0,1.16,0.01,187.0,43.17,8.13,0.08745341614906832,Available,,,,FOOD_000072,0.9642857142857143
IFCT_C024,"Knol-Khol, leaves",Brassica oleracea var. gongylodes,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,178.0,3.12,0.35,6.16,2.76,86.2,26.8,309.0,55.02,368.0,66.0,2.51,0.42,71.11,0.28,41.55,0.53,107.0,18.91,154.0,0.0,4.47,0.1,2.92,47.33,8.92,0.08673139158576051,Available,,,,FOOD_000073,0.9642857142857143
IFCT_C025,Lettuce,Lactuca sativa,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,91.0,1.54,0.27,3.01,1.79,92.27,17.53,279.0,44.1,56.71,43.22,2.73,0.51,11.91,0.08,30.69,0.01,116.0,22.22,208.0,0.0,1.5,0.22,364.0,42.28,4.8,0.062831541218638,Available,,,,FOOD_000074,0.9642857142857143
IFCT_C026,Mustard leaves,Brassica juncea,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,127.0,3.52,0.51,2.41,3.92,88.17,19.14,403.0,71.62,191.0,51.63,2.84,0.68,60.32,0.16,110.0,0.57,142.0,27.56,323.0,0.0,1.41,0.04,1.69,34.69,6.33,0.047493796526054594,Available,,,,FOOD_000075,0.9642857142857143
IFCT_C027,Pak Choi leaves,Brassica rapa var. Chinensis,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,67.0,1.41,0.25,1.78,1.91,93.56,33.73,250.0,25.95,150.0,45.28,3.78,0.16,55.6,0.96,98.5,0.03,38.98,23.03,138.0,0.0,1.1,0.52,14.35,18.05,3.69,0.13491999999999998,Available,,,,FOOD_000076,0.9642857142857143
IFCT_C028,Parsley,Petroselinum crispum,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,305.0,5.55,1.14,9.43,3.87,77.76,53.08,466.0,78.56,288.0,49.18,5.51,1.29,133.0,0.19,197.0,0.35,345.0,32.94,476.0,0.0,6.36,0.69,128.0,54.32,13.3,0.11390557939914163,Available,,,,FOOD_000077,0.9642857142857143
IFCT_C029,Ponnaganni,Alternanthera sessilis,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,213.0,5.29,0.71,5.17,6.74,79.43,39.36,457.0,58.26,388.0,80.39,3.88,0.99,103.0,0.19,48.42,0.54,204.0,33.38,250.0,0.0,3.66,0.44,465.0,32.02,11.91,0.08612691466083151,Available,,,,FOOD_000078,0.9642857142857143
IFCT_C030,"Pumpkin leaves, tender",Cucurbita maxima,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,185.0,4.21,0.74,4.75,2.25,85.82,12.2,423.0,64.54,271.0,84.21,5.58,0.9,12.33,0.17,33.82,1.69,267.0,17.67,313.0,0.0,2.1,0.1,13.61,38.27,7.0,0.02884160756501182,Available,,,,FOOD_000079,0.9642857142857143
IFCT_C031,Radish leaves,Raphanus sativus,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,109.0,2.22,0.51,2.77,1.82,91.19,17.39,304.0,50.08,234.0,57.96,3.82,0.49,65.76,0.16,53.14,0.08,147.0,26.93,248.0,0.0,1.8,0.29,53.83,56.23,4.59,0.057203947368421056,Available,,,,FOOD_000080,0.9642857142857143
IFCT_C032,Rumex leaves,Rumex patientia,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,82.0,1.62,0.33,2.33,1.27,93.18,19.95,336.0,32.4,131.0,48.33,3.67,0.46,53.76,0.09,41.01,0.51,60.92,18.68,188.0,0.0,1.1,0.45,93.76,30.07,3.6,0.059375,Available,,,,FOOD_000081,0.9642857142857143
IFCT_C033,Spinach,Spinacia oleracea,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,102.0,2.14,0.64,2.05,2.38,90.31,42.55,625.0,32.59,82.29,86.97,2.95,0.46,30.28,0.15,142.0,1.29,183.0,42.83,295.0,0.0,1.38,0.24,592.0,12.01,4.43,0.06808,Available,,,,FOOD_000082,0.9642857142857143
IFCT_C034,"Tamarind leaves, tender",Tamarindus indica,Leafy_Vegetables,IFCT_2017,Raw_Ingredient,100,299.0,5.84,0.49,10.04,10.7,71.69,13.43,465.0,86.86,66.93,42.1,2.84,0.93,28.22,0.14,91.82,0.81,176.0,42.3,306.0,0.0,6.85,0.17,150.0,33.87,20.74,0.028881720430107526,Available,,,,FOOD_000083,0.9642857142857143
IFCT_D001,Ash gourd,Benincasa hispida,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,73.0,0.79,0.14,2.84,3.37,92.17,0.77,372.0,29.07,19.39,19.95,0.47,0.13,11.41,0.18,14.11,0.02,25.26,7.43,76.47,0.0,1.01,0.19,4.89,14.6,6.21,0.0020698924731182796,Available,,,,FOOD_000084,0.9642857142857143
IFCT_D002,"Bamboo shoot, tender",Bambusa vulgaris,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,68.0,1.33,0.35,1.67,1.55,94.56,1.12,422.0,39.63,10.0,8.28,0.33,0.37,15.74,0.13,17.05,0.0,41.09,7.45,51.46,0.0,0.51,0.09,85.7,19.78,3.2199999999999998,0.0026540284360189576,Available,,,,FOOD_000085,0.9285714285714286
IFCT_D003,"Bean scarlet, tender",Phaseolus coccineus,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,179.0,2.86,0.99,5.16,4.5,85.51,1.46,164.0,62.13,43.48,43.75,0.73,0.57,6.61,0.31,45.26,0.15,266.0,46.81,429.0,0.0,3.53,1.03,20.97,17.33,9.66,0.008902439024390243,Available,,,,FOOD_000086,0.9642857142857143
IFCT_D004,"Bitter gourd, jagged, teeth ridges, elongate",Momordica charantia,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,87.0,1.44,0.24,2.82,3.78,90.87,13.09,326.0,44.9,21.36,32.14,1.15,0.31,46.53,0.05,60.28,0.03,144.0,8.08,40.78,0.0,0.92,0.04,45.4,13.84,6.6,0.040153374233128834,Available,,,,FOOD_000087,0.9642857142857143
IFCT_D005,"Bitter gourd, jagged, teeth ridges, short",Momordica charantia,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,79.0,1.34,0.24,2.53,3.49,91.6,12.59,282.0,40.21,16.27,31.58,1.08,0.36,50.87,0.04,51.45,0.03,139.0,7.61,55.2,0.0,0.93,0.06,48.83,14.39,6.02,0.044645390070921984,Available,,,,FOOD_000088,0.9642857142857143
IFCT_D006,"Bitter gourd, jagged, smooth ridges, elongate",Momordica charantia,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,81.0,1.61,0.26,2.29,3.72,91.24,11.16,356.0,44.75,17.62,33.34,1.28,0.43,54.3,0.05,60.03,0.03,142.0,6.63,59.25,0.0,0.87,0.08,43.37,12.68,6.01,0.031348314606741576,Available,,,,FOOD_000089,0.9642857142857143
IFCT_D007,"Bottle gourd, elongate, pale green",Lagenaria vulgaris,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,46.0,0.53,0.13,1.68,2.12,95.17,1.46,124.0,16.01,15.42,10.93,0.26,0.15,4.33,0.02,41.99,0.02,41.44,3.54,64.94,0.0,0.67,0.36,3.75,10.64,3.8,0.011774193548387097,Available,,,,FOOD_000090,0.9642857142857143
IFCT_D008,"Bottle gourd, round, pale green",Lagenaria vulgaris,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,57.0,0.42,0.12,2.53,2.1,94.5,1.52,116.0,16.99,15.05,10.89,0.28,0.15,4.54,0.02,49.59,0.01,41.07,3.47,63.46,0.0,0.67,0.34,2.53,11.83,4.63,0.01310344827586207,Available,,,,FOOD_000091,0.9642857142857143
IFCT_D009,"Bottle gourd, elongate, dark green",Lagenaria vulgaris,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,54.0,0.49,0.13,2.25,2.11,94.63,1.35,171.0,26.86,16.64,12.9,0.34,0.18,3.8,0.01,46.31,0.02,42.04,9.05,52.92,0.0,0.58,0.39,1.7,10.86,4.359999999999999,0.007894736842105263,Available,,,,FOOD_000092,0.9642857142857143
IFCT_D010,Brinjal-1,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,114.0,1.77,0.39,3.49,3.57,89.95,3.15,302.0,39.95,22.17,26.75,0.49,0.32,1.58,0.05,37.22,0.08,94.53,27.94,210.0,0.0,1.04,0.88,34.0,14.63,7.0600000000000005,0.010430463576158941,Available,,,,FOOD_000093,0.9642857142857143
IFCT_D011,Brinjal-2,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,99.0,1.82,0.34,2.71,4.01,90.28,3.92,206.0,44.65,17.13,29.56,0.44,0.23,1.03,0.05,27.22,0.11,88.11,16.8,167.0,0.0,1.01,0.98,35.87,15.46,6.72,0.01902912621359223,Available,,,,FOOD_000094,0.9642857142857143
IFCT_D012,Brinjal-3,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,102.0,1.36,0.33,3.38,4.26,90.02,3.12,192.0,27.79,14.58,18.62,0.34,0.2,2.34,0.07,32.29,0.09,72.34,21.05,171.0,0.0,0.51,0.93,32.4,12.79,7.64,0.01625,Available,,,,FOOD_000095,0.9642857142857143
IFCT_D013,Brinjal-4,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,100.0,1.51,0.31,3.19,4.04,90.28,3.31,268.0,31.82,13.39,20.65,0.38,0.21,2.22,0.07,36.67,0.09,66.91,25.2,158.0,0.0,0.97,0.86,29.37,14.43,7.23,0.012350746268656716,Available,,,,FOOD_000096,0.9642857142857143
IFCT_D014,Brinjal-5,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,111.0,1.38,0.29,4.02,4.13,89.45,4.03,227.0,33.13,17.03,25.36,0.36,0.2,3.15,0.08,32.21,0.1,69.24,18.56,147.0,0.0,0.85,0.99,33.5,12.55,8.149999999999999,0.01775330396475771,Available,,,,FOOD_000097,0.9642857142857143
IFCT_D015,Brinjal-6,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,97.0,1.46,0.29,3.29,3.68,90.57,3.75,289.0,30.12,17.17,18.82,0.39,0.2,1.49,0.07,34.21,0.08,70.99,16.94,144.0,0.0,1.36,1.0,36.8,9.51,6.970000000000001,0.012975778546712802,Available,,,,FOOD_000098,0.9642857142857143
IFCT_D016,Brinjal-7,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,98.0,1.4,0.37,3.1,3.32,91.25,3.45,238.0,29.58,19.95,15.26,0.27,0.16,1.08,0.07,26.58,0.03,71.72,22.92,153.0,0.0,0.89,1.38,33.68,18.39,6.42,0.014495798319327732,Available,,,,FOOD_000099,0.9642857142857143
IFCT_D017,Brinjal-8,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,117.0,1.82,0.33,3.75,4.01,89.28,4.73,284.0,35.84,21.0,26.63,0.42,0.24,1.89,0.07,33.89,0.08,68.17,25.32,159.0,0.0,1.98,0.79,37.86,11.29,7.76,0.01665492957746479,Available,,,,FOOD_000100,0.9642857142857143
IFCT_D018,Brinjal-9,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,106.0,1.47,0.35,3.52,4.0,89.83,3.08,224.0,35.71,18.79,26.23,0.38,0.23,1.72,0.09,35.89,0.09,80.49,25.08,170.0,0.0,1.54,0.91,43.33,11.49,7.52,0.01375,Available,,,,FOOD_000101,0.9642857142857143
IFCT_D019,Brinjal-10,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,116.0,1.68,0.25,4.08,3.9,89.38,4.35,252.0,37.36,15.59,22.11,0.41,0.23,2.4,0.08,37.11,0.05,66.0,21.91,132.0,0.0,1.29,0.86,34.8,15.03,7.98,0.01726190476190476,Available,,,,FOOD_000102,0.9642857142857143
IFCT_D020,Brinjal-11,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,105.0,1.43,0.31,3.53,4.12,89.93,3.47,260.0,33.28,15.92,20.73,0.37,0.22,2.24,0.08,34.24,0.07,68.14,21.59,140.0,0.0,1.76,1.05,32.83,13.32,7.65,0.013346153846153846,Available,,,,FOOD_000103,0.9642857142857143
IFCT_D021,Brinjal-12,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,93.0,1.6,0.27,2.73,3.89,90.94,3.88,259.0,37.81,19.85,19.26,0.37,0.25,2.55,0.06,27.83,0.09,68.52,17.14,130.0,0.0,0.75,1.22,31.81,13.41,6.62,0.014980694980694981,Available,,,,FOOD_000104,0.9642857142857143
IFCT_D022,Brinjal-13,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,124.0,1.49,0.31,4.51,3.92,89.14,3.0,260.0,26.81,18.95,18.0,0.32,0.19,1.49,0.09,30.99,0.07,82.96,15.45,150.0,0.0,1.12,1.15,29.12,7.0,8.43,0.011538461538461539,Available,,,,FOOD_000105,0.9642857142857143
IFCT_D023,Brinjal-14,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,106.0,1.56,0.35,3.27,3.87,90.31,3.71,246.0,30.07,14.43,19.19,0.32,0.19,1.83,0.07,38.99,0.06,59.14,16.76,125.0,0.0,0.92,0.88,32.95,15.75,7.140000000000001,0.01508130081300813,Available,,,,FOOD_000106,0.9642857142857143
IFCT_D024,Brinjal-15,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,114.0,1.58,0.29,3.96,3.99,89.44,3.34,215.0,30.32,17.82,21.89,0.36,0.22,2.01,0.07,32.48,0.08,67.08,24.66,150.0,0.0,1.08,0.82,29.74,11.01,7.95,0.015534883720930232,Available,,,,FOOD_000107,0.9642857142857143
IFCT_D025,Brinjal-16,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,103.0,1.26,0.34,3.46,3.74,90.39,3.22,294.0,29.86,18.33,17.06,0.32,0.19,1.53,0.1,30.87,0.09,83.65,21.95,166.0,0.0,0.61,0.99,32.81,5.82,7.2,0.010952380952380953,Available,,,,FOOD_000108,0.9642857142857143
IFCT_D026,Brinjal-17,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,91.0,1.18,0.36,2.89,3.94,90.83,3.09,233.0,35.94,20.83,23.13,0.5,0.25,1.95,0.1,27.7,0.07,81.14,28.21,179.0,0.0,0.62,0.85,37.14,15.41,6.83,0.013261802575107295,Available,,,,FOOD_000109,0.9642857142857143
IFCT_D027,Brinjal-18,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,116.0,1.47,0.33,4.1,4.38,89.07,3.63,208.0,28.03,16.24,15.48,0.38,0.18,1.97,0.07,38.27,0.04,69.18,20.71,133.0,0.0,1.28,1.44,37.58,9.42,8.48,0.017451923076923077,Available,,,,FOOD_000110,0.9642857142857143
IFCT_D028,Brinjal-19,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,100.0,1.26,0.31,3.39,3.97,90.41,3.11,243.0,29.76,16.1,18.41,0.32,0.19,2.53,0.09,34.32,0.07,59.27,18.19,124.0,0.0,1.05,0.96,37.84,10.96,7.36,0.01279835390946502,Available,,,,FOOD_000111,0.9642857142857143
IFCT_D029,Brinjal-20,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,99.0,1.44,0.34,3.15,3.73,90.65,3.58,239.0,31.21,14.36,18.51,0.33,0.2,2.21,0.07,33.44,0.07,79.91,20.28,167.0,0.0,2.08,0.76,35.39,10.55,6.88,0.01497907949790795,Available,,,,FOOD_000112,0.9642857142857143
IFCT_D030,Brinjal-21,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,113.0,1.36,0.35,3.93,3.85,89.83,3.06,252.0,34.98,15.27,17.3,0.34,0.2,1.38,0.08,32.6,0.08,88.28,25.84,170.0,0.0,1.08,0.93,34.6,8.24,7.78,0.012142857142857143,Available,,,,FOOD_000113,0.9642857142857143
IFCT_D031,Brinjal - all varieties,Solanum melongena,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,106.0,1.48,0.32,3.52,3.98,90.0,3.55,247.0,32.56,16.59,21.0,0.37,0.21,2.09,0.07,33.93,0.07,71.15,21.45,149.0,0.0,1.31,0.97,34.31,12.28,7.5,0.01437246963562753,Available,,,,FOOD_000114,0.9642857142857143
IFCT_D032,Broad beans,Vicia faba,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,123.0,3.85,0.15,2.11,8.63,84.2,20.74,362.0,67.97,64.37,40.18,0.94,0.61,10.98,0.23,20.46,0.06,42.62,8.53,64.85,0.0,0.84,1.22,20.25,5.78,10.74,0.05729281767955801,Available,,,,FOOD_000115,0.9642857142857143
IFCT_D033,"Capsicum, green",Capsicum annuum,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,68.0,1.11,0.34,1.84,2.06,93.89,1.84,154.0,23.0,14.75,11.84,0.48,0.15,123.0,0.15,51.85,0.07,77.03,12.71,172.0,0.0,0.31,0.86,19.12,15.96,3.9000000000000004,0.011948051948051949,Available,,,,FOOD_000116,0.9642857142857143
IFCT_D034,"Capsicum, red",Capsicum annuum,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,83.0,1.47,0.47,2.14,2.19,92.99,1.7,224.0,30.81,15.76,19.57,0.38,0.34,112.0,0.24,62.54,0.19,86.39,47.65,217.0,0.0,0.08,0.93,16.28,17.68,4.33,0.007589285714285714,Available,,,,FOOD_000117,0.9642857142857143
IFCT_D035,"Capsicum, yellow",Capsicum annuum,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,78.0,1.35,0.41,1.95,2.19,93.38,1.56,242.0,43.33,19.13,17.23,0.69,0.26,127.0,0.25,66.15,0.18,102.0,55.55,201.0,0.0,0.12,0.97,18.07,14.81,4.14,0.006446280991735537,Available,,,,FOOD_000118,0.9642857142857143
IFCT_D036,Cauliflower,Brassica oleracea,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,96.0,2.15,0.44,2.03,3.71,90.76,30.72,329.0,47.33,25.16,23.08,0.96,0.31,47.14,0.13,45.95,0.02,117.0,24.83,216.0,0.0,0.59,0.47,9.82,18.48,5.74,0.09337386018237082,Available,,,,FOOD_000119,0.9642857142857143
IFCT_D037,Celery stalk,Apium graveolens,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,69.0,0.98,0.24,2.33,2.09,92.87,10.68,298.0,44.84,38.73,17.12,1.36,0.18,12.3,0.06,22.48,0.03,62.76,5.94,131.0,0.0,0.68,0.75,54.23,25.66,4.42,0.035838926174496646,Available,,,,FOOD_000120,0.9642857142857143
IFCT_D038,Cho-cho-marrow,Sechium edule,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,79.0,0.66,0.15,3.47,1.55,93.78,1.28,120.0,21.61,18.64,13.05,0.48,0.1,20.21,0.07,63.03,0.09,76.12,13.3,22.58,0.0,1.17,0.76,1.55,19.42,5.0200000000000005,0.010666666666666666,Available,,,,FOOD_000121,0.9642857142857143
IFCT_D039,Cluster beans,Cyamopsis tetragonobola,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,168.0,3.55,0.37,4.91,4.83,84.65,4.05,301.0,45.28,121.0,81.74,3.9,0.61,17.96,0.12,41.24,0.81,107.0,30.24,148.0,0.0,4.42,0.12,16.49,8.66,9.74,0.013455149501661129,Available,,,,FOOD_000122,0.9642857142857143
IFCT_D040,"Colocasia, stem, black",Colocasia antiquorum,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,100.0,0.76,0.34,3.83,3.01,91.15,0.45,381.0,20.31,29.46,11.07,0.77,0.54,5.15,0.06,30.88,0.06,103.0,14.98,154.0,0.0,0.55,0.53,250.0,25.85,6.84,0.0011811023622047244,Available,,,,FOOD_000123,0.9642857142857143
IFCT_D041,"Colocasia, stem, green",Colocasia antiquorum,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,81.0,0.91,0.22,2.86,2.33,92.67,0.6,414.0,30.73,40.21,19.56,0.55,0.2,5.83,0.07,25.32,0.09,67.53,7.78,110.0,0.0,0.89,0.25,229.0,26.49,5.1899999999999995,0.0014492753623188406,Available,,,,FOOD_000124,0.9642857142857143
IFCT_D042,"Corn, Baby",Zea mays,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,306.0,2.69,1.33,11.66,6.09,75.44,1.4,260.0,8.69,76.51,25.47,1.45,1.13,8.59,0.16,45.53,0.13,211.0,392.0,459.0,0.0,4.12,0.49,9.22,26.44,17.75,0.005384615384615384,Available,,,,FOOD_000125,0.9642857142857143
IFCT_D043,"Cucumber, green, elongate",Cucumis sativus,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,82.0,0.71,0.16,3.48,2.14,92.96,6.33,183.0,28.34,16.39,20.38,0.46,0.17,6.11,0.06,16.84,0.02,64.17,10.57,67.93,0.0,0.5,0.27,12.13,17.52,5.62,0.03459016393442623,Available,,,,FOOD_000126,0.9642857142857143
IFCT_D044,"Cucumber, green, short",Cucumis sativus,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,73.0,0.83,0.18,2.82,2.13,93.52,6.11,198.0,29.74,19.25,18.48,0.59,0.19,6.21,0.07,14.67,0.02,67.77,8.4,51.83,0.0,0.58,0.21,10.49,16.35,4.949999999999999,0.03085858585858586,Available,,,,FOOD_000127,0.9642857142857143
IFCT_D045,"Cucumber, orange, round",Cucumis sativus,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,82.0,0.98,0.24,3.01,2.46,92.8,8.16,185.0,23.17,21.98,20.34,0.45,0.16,6.24,0.04,18.77,0.02,71.9,7.41,68.7,0.0,0.53,0.22,11.55,15.8,5.47,0.044108108108108106,Available,,,,FOOD_000128,0.9642857142857143
IFCT_D046,Drumstick,Moringa oleifera,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,123.0,2.62,0.12,3.76,6.83,85.39,22.38,419.0,52.87,33.3,38.1,0.73,0.31,71.86,0.12,62.75,0.31,29.05,46.4,27.21,0.0,1.31,1.47,123.0,85.74,10.59,0.05341288782816229,Available,,,,FOOD_000129,0.9642857142857143
IFCT_D047,"Field beans, tender, broad",Vicia faba,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,129.0,3.06,0.64,2.75,5.64,86.98,14.14,345.0,73.3,70.57,50.88,1.95,0.64,5.99,0.42,123.0,0.11,182.0,33.91,301.0,0.0,1.68,0.95,34.83,4.81,8.39,0.04098550724637681,Available,,,,FOOD_000130,0.9642857142857143
IFCT_D048,"Field beans, tender, lean",Vicia faba,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,140.0,3.71,0.6,2.85,6.19,85.57,12.76,314.0,76.54,58.59,47.42,1.48,0.63,3.84,0.38,127.0,0.1,175.0,26.28,281.0,0.0,1.51,0.76,35.12,5.24,9.040000000000001,0.040636942675159236,Available,,,,FOOD_000131,0.9642857142857143
IFCT_D049,"French beans, country",Phaseolus vulgaris,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,102.0,2.49,0.26,2.68,4.38,89.14,8.84,324.0,59.86,55.99,43.01,1.25,0.5,15.81,0.37,47.45,0.07,71.07,11.13,127.0,0.0,0.75,1.06,36.01,6.11,7.0600000000000005,0.02728395061728395,Available,,,,FOOD_000132,0.9642857142857143
IFCT_D050,"French beans, hybrid",Phaseolus vulgaris,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,93.0,2.12,0.19,2.63,4.18,90.11,9.18,317.0,45.9,49.9,34.98,0.98,0.37,1.38,0.44,61.98,0.09,66.8,11.85,135.0,0.0,0.77,1.0,36.97,7.51,6.81,0.028958990536277603,Available,,,,FOOD_000133,0.9642857142857143
IFCT_D051,"Jack fruit, raw",Artocarpus heterophyllus,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,110.0,1.98,0.35,3.48,7.69,85.52,3.53,327.0,27.78,45.74,26.6,0.31,0.17,17.51,0.04,35.73,0.05,47.36,115.0,107.0,0.0,0.02,2.02,9.6,68.79,11.17,0.010795107033639144,Available,,,,FOOD_000134,0.9642857142857143
IFCT_D052,"Jack fruit, seed, mature",Artocarpus heterophyllus,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,322.0,5.79,0.44,11.81,8.63,72.32,4.0,376.0,29.33,37.56,37.04,0.37,0.29,9.68,0.08,54.58,0.06,146.0,16.21,181.0,0.0,6.54,2.23,38.51,141.0,20.44,0.010638297872340425,Available,,,,FOOD_000135,0.9642857142857143
IFCT_D053,Knol - Khol,Brassica oleracea,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,67.0,1.58,0.35,1.39,2.75,93.14,27.46,327.0,40.77,35.26,19.05,0.24,0.15,64.7,0.19,14.76,0.17,97.4,31.62,130.0,0.0,0.51,0.43,2.92,16.16,4.14,0.08397553516819573,Available,,,,FOOD_000136,0.9642857142857143
IFCT_D054,"Kovai, big",Coccinia cordifolia,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,73.0,1.39,0.24,2.01,3.0,92.78,1.53,198.0,36.9,34.39,19.6,0.38,0.18,17.62,0.08,48.68,0.72,68.84,4.35,98.82,0.0,0.22,0.98,7.72,9.81,5.01,0.007727272727272728,Available,,,,FOOD_000137,0.9642857142857143
IFCT_D055,"Kovai, small",Coccinia cordifolia,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,80.0,1.22,0.24,2.41,3.25,92.4,2.2,167.0,26.29,37.12,18.87,0.29,0.13,21.08,0.05,50.13,0.7,75.33,4.51,112.0,0.0,0.12,1.07,8.15,8.79,5.66,0.01317365269461078,Available,,,,FOOD_000138,0.9642857142857143
IFCT_D056,Ladies finger,Abelmoschus esculentus,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,115.0,2.08,0.22,3.62,4.08,89.06,7.37,263.0,57.48,86.12,66.1,0.84,0.45,22.51,0.27,63.68,0.5,69.37,8.1,109.0,0.0,0.89,0.48,83.87,3.63,7.7,0.028022813688212928,Available,,,,FOOD_000139,0.9642857142857143
IFCT_D057,"Mango, green, raw",Mangifera indica,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,205.0,0.69,0.08,10.59,3.01,85.14,33.15,147.0,14.92,27.0,17.54,0.4,0.09,90.24,0.13,25.86,0.91,27.28,9.25,30.13,0.0,5.8,2.42,7.51,15.26,13.6,0.22551020408163264,Available,,,,FOOD_000140,0.9642857142857143
IFCT_D058,"Onion, stalk",Allium cepa,Other_Vegetables,IFCT_2017,Raw_Ingredient,100,107.0,2.07,0.26,2.99,5.21,88.35,15.52,312.0,28.53,31.12,66.71,3.09,0.99,27.23,0.17,57.61,0.81,92.08,5.52,98.98,0.0,1.1,0.41,29.72,61.02,8.2,0.04974358974358974,Available,,,,FOOD_000141,0.9642857142857143
